,Lemma,Tag
28774,Põhja-Korea,LOC
28779,Suurbritannia,LOC
28780,Prantsusmaa,LOC
28781,Venemaa,LOC
28784,Bush,PER
28786,Rice,PER
28788,Bush,PER
28799,Rice,PER
28801,USA,LOC
28805,Linna,PER
28808,Tallinn linnavolikogu,ORG
28810,Isamaaliit,ORG
28819,Isamaaliit,ORG
28821,Matti Tarum,PER
28823,Isamaaliit,ORG
28824,Tallinn,LOC
28834,Tallinn,LOC
28842,Tarum,PER
28846,Tallinn,LOC
28852,Tallinn linnavalitsus,ORG
28854,Reformierakond,ORG
28856,Anders Tsahknal,PER
28857,Tsahkna,PER
28861,Tartu ülikool,ORG
28866,Tsahkna,PER
28870,Tallinn tehnikaülikool,ORG
28874,Tartu ülikool,ORG
28877,Tartu ülikool,ORG
28884,Isamaaliit,ORG
28891,Tsahkna,PER
28892,BNS,ORG
28901,Tallinn,LOC
28904,Vene,LOC
28911,Eesti,LOC
28918,süstematiseerimine,ORG
28922,BNS,ORG
28927,Tartu elav,LOC
28929,Tamara Miljutina,PER
28933,Eesti,LOC
28943,Tallinn,LOC
28948,Tallinn linn,LOC
28968,Eesti,LOC
28972,Tallinn,LOC
28973,Liina Tõnisson,PER
28975,Tallinn linnavolikogu,ORG
28983,Liina Tõnisson,PER
28987,Olev Subbi,PER
28988,vapimärk,PER
28991,Tallinn linnavolikogu,ORG
28992,Maret Maripuu,PER
28993,Tallinn,LOC
28994,Edgar Savisaar,PER
28996,raepress,ORG
28997,Tallinn,LOC
29000,Neeme Järvi,PER
29003,Eri Klas,PER
29006,Veljo Tormis,PER
29009,Jaan Kross,PER
29012,Gräzin,PER
29014,euroliit,ORG
29018,Igor Gräzin,PER
29019,Hiiumaa,LOC
29022,Euroopa liit,ORG
29024,Eesti,LOC
29028,Gräzin,PER
29031,Euroopa liit,ORG
29032,EL,ORG
29035,Nõukogu Venemaa,LOC
29038,euroliit,ORG
29044,EL,ORG
29048,Hiiu leht,ORG
29051,Gräzin,PER
29055,EL,ORG
29067,Gräzin,PER
29069,Euroopa Liidu,ORG
29071,Eesti,LOC
29073,EL,ORG
29080,Jugoslaavia,LOC
29084,Toomas Sav,PER
29086,Gräzin,PER
29091,Igor Gräzin,PER
29092,Eesti,LOC
29094,Inglismaa,LOC
29096,Margaret Thatcher,PER
29098,Inglismaa,LOC
29100,Euroopa Liidu,ORG
29103,Eesti,LOC
29106,Gräzin,PER
29109,Euroopa,LOC
29114,Euroopa liit,ORG
29117,Gräzin,PER
29118,Hiiumaa,LOC
29119,haridusselts edu,ORG
29122,Euroopa Liidu,ORG
29124,sihtasutus Tuuru,ORG
29127,Gräzin,PER
29128,Lauka põhikool,ORG
29129,kõrgessaar keskraamatukogu,ORG
29131,Gräzin,PER
29144,maailm loodusefond,ORG
29145,Toomas Kokovkin,PER
29151,Eesti,LOC
29153,Euroopa Liidu,ORG
29154,arvama,PER
29164,Kasahstan,LOC
29165,Šõmkendis,LOC
29175,Šõmkend,LOC
29200,Lõuna-Kasahstan,LOC
29215,Eesti,LOC
29218,Eesti,LOC
29238,ETA statistikaamet,ORG
29269,statistikaamet,ORG
29302,Eesti,LOC
29308,Vene,LOC
29319,Inglis,LOC
29324,Concordia Rahvusvaheline Ülikool,ORG
29363,Viljandimaa,LOC
29368,Sakala,ORG
29378,Viljandimaa Omavalitsus Liidu,ORG
29379,Märt Moll,PER
29387,mold,PER
29397,Viljandimaa,LOC
29399,moll,PER
29414,mold,PER
29421,andmekaitse inspektsioon,ORG
29423,Hillar Aarelaid,PER
29430,Aarelaid,PER
29432,Viljandimaa,LOC
29438,Viljandi maakond,LOC
29457,Aarelaid,PER
29463,Viljandi maavalitsus,ORG
29465,Kaupo Kase,PER
29479,Kase,PER
29483,Eesti,LOC
29489,Eesti,LOC
29502,Merike Johanson,PER
29516,ETA,ORG
29547,Eesti,LOC
29559,Tallinn linnakohus,ORG
29560,Helve Särgava,PER
29561,Postimees,ORG
29588,Särgava,PER
29634,Viljandimaa,LOC
29637,Viljandi maakond,LOC
29654,Kõpu,LOC
29669,Sakala,ORG
29670,Kõpu,LOC
29671,Tõnu Kiviloo,PER
29687,Kiviloo,PER
29704,Kiviloo,PER
29705,Vallavanem,PER
29718,Tarvastu,LOC
29722,Ene Kuptsova,PER
29743,Kuptsova,PER
29744,Endel Arba,PER
29745,minoor,ORG
29758,Arba,PER
29773,Arba,PER
29783,Märjamaa vald,LOC
29784,sulg küla,LOC
29800,valk kool,ORG
29801,Pille Vanker,PER
29807,Nädaline,ORG
29812,Märjamaa vald,LOC
29813,Vahur Vallimaa,PER
29816,Margus Valdek,PER
29836,Valdek,PER
29852,Valdek,PER
29861,Valdek,PER
29876,Valdek,PER
29880,Aino Eintalu,PER
29884,Valdek,PER
29906,Margus Valdek,PER
29913,Vallimaa,PER
29924,Vahur Vallimaa,PER
29956,Margus Valdek,PER
29971,Valdek,PER
29988,Eesti,LOC
29991,Signe Kiv,PER
30018,ICOM,ORG
30037,BNS,ORG
30040,Marika Valk,PER
30041,valk,PER
30050,kultuuriministeerium,ORG
30054,valk,PER
30070,reform,ORG
30089,valk,PER
30108,kultuuriministeerium,ORG
30115,Kultuuriministeerium,ORG
30124,Signe Kiv,PER
30137,kultuuriministeerium,ORG
30143,India politsei,ORG
30146,India,LOC
30147,Madhya Pradesh osariik,LOC
30153,Ayodhya,LOC
30163,Bajrang Dal,ORG
30164,Vishwa hindu Parishad,ORG
30168,Vishwa Hindu Parisha,ORG
30171,Ramile,PER
30173,Ayodhya,LOC
30187,Madhya Pradesh,LOC
30190,Bhopal,LOC
30191,Ujjain,LOC
30192,Indore,LOC
30197,Džomolungma,LOC
30200,Nepaal valitsus,ORG
30206,Džomolungma,LOC
30208,nepaali turism - ja kultuuriministeerium,ORG
30223,Himaalaja,LOC
30226,Nepaal,LOC
30232,Džomolungma,LOC
30234,Nepaal,LOC
30235,Temba Tshir sherpa,ORG
30241,Pakistan,PER
30243,bin Laden,PER
30245,Pakistan,PER
30247,USA,LOC
30252,Osama bin Laden,PER
30253,Abu Zubaydah,PER
30255,Pervez Musharraf,PER
30258,Abu Zubaydah,PER
30260,Qaeda terrorivõrgustik,ORG
30262,bin Laden,PER
30264,Musharraf,PER
30265,Afganistan,LOC
30266,Kabul,LOC
30273,Šveits,LOC
30274,Milano,LOC
30277,Milano,LOC
30281,Itaalia,LOC
30287,Šveits,LOC
30290,Luigi Gino Fasulo,PER
30292,Locarno,LOC
30297,Genf,LOC
30300,Blick,ORG
30304,Locarno,LOC
30307,Itaalia,LOC
30309,Milano,LOC
30311,Fasulo,PER
30316,Pedriol,PER
30318,Fasulo,PER
30331,Pedriolo,PER
30333,Šveits,LOC
30334,Ticino,LOC
30336,Milano,LOC
30341,Blick,PER
30343,Fasulo,PER
30346,Šveits,LOC
30353,Šveits,LOC
30354,Itaalia,LOC
30356,sepp,PER
30359,Tallinn linnavolikogu,ORG
30364,Elmar Sepa,PER
30366,sepp,PER
30381,Sepp,PER
30388,Eesti,LOC
30401,Tallinn,LOC
30404,Sepp .,PER
30411,Isamaaliit,ORG
30412,Mõõdukas,ORG
30413,Res Publica,ORG
30418,rahvas valik,ORG
30419,Nikolai Maspanov,PER
30423,Tallinn linnavolikogu,ORG
30436,Elmar Sepp,PER
30445,Kesklinn,LOC
30453,Kesklinn valitsus,ORG
30466,Sepp,PER
30467,Tallinn,LOC
30471,Jüri Ott,PER
30472,Elmar Sepa,PER
30475,Tallinn Kesklinn,LOC
30478,sepp,PER
30480,ott,PER
30489,Tallinn Kesklinn,LOC
30493,Kesklinn valitsus,ORG
30501,Tallinn Kesklinn,LOC
30503,Siim Kiisler,PER
30509,ott,PER
30510,sepp,PER
30521,Pärnumaa,LOC
30522,Rannametsa-Soomets looduskaitseala,LOC
30536,Pärnu Postimees,ORG
30537,Häädemeeste,LOC
30540,Marika Kose,PER
30553,Eesti,LOC
30559,Häädemeeste,LOC
30561,kabli,LOC
30562,võit küla,LOC
30569,nõukogu,LOC
30610,Loya Jirga,ORG
30612,afganistani,LOC
30614,Loya Jirga,ORG
30618,Ham Karzai,PER
30628,Karzai,PER
30629,Reuters,ORG
30631,Afganistan,LOC
30635,Loya Jirga,ORG
30639,Karzai,PER
30649,Loya Jirga,ORG
30663,afganistani,LOC
30665,Mohamma Zahir-šahh,PER
30667,Karzai,PER
30680,Karzaile,PER
30683,Loya Jirga,ORG
30685,zahir-šahh,PER
30692,Karzaile,PER
30697,Ham Karzai,PER
30705,zahir-šahh,PER
30714,Yunis Qanuni,PER
30725,Abdullah Abdullah ’ al,PER
30735,Karzai,PER
30741,Qanuni,PER
30742,Qanuni,PER
30744,Ahma Shah Masood,PER
30747,põhjaliit,ORG
30748,Bonn,LOC
30751,Karzai,PER
30752,Afganistan,LOC
30755,Karzai,PER
30756,Loya Jirga,ORG
30764,Zahir-šahh,PER
30777,Karzai,PER
30782,USA,LOC
30785,USA ülemkohus,ORG
30796,USA,LOC
30811,Virginia,LOC
30817,CNN,ORG
30821,USA,LOC
30851,Peeter Poom,PER
30887,Argentina,LOC
30888,Itaalia,LOC
30893,Prantsusmaa,LOC
30894,Inglismaa,LOC
30899,Brasiilia-Lõuna Korea,LOC
30901,lõuna Korea,LOC
30902,Türgi,LOC
30904,Brasiilia,LOC
30905,Saksamaa,LOC
30907,Saksamaa,LOC
30908,Türgi,LOC
30910,Türgi,LOC
30911,Lõuna-Korea,LOC
30929,Poom,PER
30956,ETV,ORG
30959,Horvaatia,LOC
30963,saksmaa politsei,ORG
30965,Mila Simic,PER
30973,Simic,PER
30975,Karzai,PER
30979,Ham Karzai,PER
30981,afganistani,LOC
30988,Karzai,PER
30994,Afganistan,LOC
31012,Karzai,PER
31013,Reuters,ORG
31023,afganistani,LOC
31034,Karzail,PER
31036,Afganistan,LOC
31060,Karzai,PER
31068,Karzai,PER
31072,Lääne,LOC
31078,põhjaliit,ORG
31081,USA,LOC
31083,Taliban,ORG
31095,Karzai,PER
31096,lääs,LOC
31097,Kabul,LOC
31100,ISAF,ORG
31105,Abdul Rash Dostum,PER
31119,Dostum,PER
31122,Karzai,PER
31123,Reuters,ORG
31156,keskkriminaalpolitsei,ORG
31157,KKP,ORG
31166,Maja,PER
31175,Finlandia,LOC
31177,Gorbatchow,PER
31185,KKP,ORG
31187,Indrek Tibar,PER
31198,KKP,ORG
31201,Vassili,PER
31202,Vladimir,PER
31212,Mihkel Tiks,PER
31213,Meelis Rosenfeld,PER
31229,Mihkel Tiks,PER
31230,Eesti Päevaleht,ORG
31233,Kesk,ORG
31235,Reformierakond,ORG
31246,Eesti kohalik Erakond,ORG
31248,Raad vallavolikogu,ORG
31249,Meelis Rosenfeld,PER
31267,Rosenfeld,PER
31282,Tiks,PER
31294,Tiks,PER
31300,Rosenfeld,PER
31304,Eesti,LOC
31317,Rosenfeld,PER
31318,Eesti kohalik Erakond,ORG
31327,tiks,PER
31329,Rosenfeld,PER
31345,Rosenfeld,PER
31346,justiitsministeerium,ORG
31373,savisaar,PER
31375,Tallinn linnavalitsus,ORG
31379,Edgar Savisaar,PER
31388,Jevgenia Ruzmanova,PER
31389,BNS,ORG
31405,Ruzmanova,PER
31423,Ruzmanova,PER
31433,Ruzmanova,PER
31439,Ruzmanova,PER
31481,Savisaar,PER
31496,Savisaar,PER
31499,Liina Tõnisson,PER
31510,Ruzmanova,PER
31528,Leps,PER
31529,Jõks,PER
31532,riigikogu,ORG
31554,Keskerakond,ORG
31555,Reformierakond,ORG
31556,Rahvaliit,ORG
31558,ühendatu Rahvapartei,ORG
31561,Isamaaliit,ORG
31562,Mõõduka,ORG
31565,Allar Jõks,PER
31572,Eesti,LOC
31582,Jõks,PER
31583,BNS,ORG
31594,Mõõduka,ORG
31595,Isamaaliit,ORG
31605,Res Publica,ORG
31606,Tiit Käbin,PER
31608,Eesti demokraatlik Tööpartei,ORG
31609,Tiit Toomsalu,PER
31622,rahvaliit,ORG
31629,riigikogu,ORG
31637,Mõõdukas,ORG
31638,Toomas Hendrik Ilves,PER
31640,Mõõduka,ORG
31648,Ando Leps,PER
31656,Leps,PER
31665,Keskerakond,ORG
31666,Kesknädal,ORG
31674,Jõks,PER
31675,BNS,ORG
31694,Jõksi,PER
31696,Leps,PER
31700,Jõksi,PER
31707,Leps,PER
31710,Leps,PER
31722,Märt Rask,PER
31725,Indrek Meelak,PER
31733,Leps,PER
31738,Venemaa,LOC
31739,Nõukogu,LOC
31741,Venemaa,LOC
31744,Nõukogu,LOC
31746,jõhv,LOC
31748,Kohtla-Järve,LOC
31749,Kameko Ehitus,ORG
31750,Pjotr Fjodorov,PER
31752,Venemaa,LOC
31753,Narva,LOC
31755,Põhjarannik,ORG
31762,jõhv,LOC
31774,Nõukogu,LOC
31776,jõhv,LOC
31778,Fjodorov,PER
31779,Vene,LOC
31785,Ere,LOC
31786,Iisaku,LOC
31787,Kukrus,LOC
31788,Jaam küla,LOC
31798,Jõhvi,LOC
31803,Fjodorov,PER
31807,Venemaa,LOC
31812,Kukrus,LOC
31816,saksa,LOC
31825,Saks,LOC
31827,Michael Wolfgramm,PER
31832,Toila,LOC
31833,Ahtme,LOC
31834,saksa,LOC
31838,Toila,LOC
31839,Saks,LOC
31844,Sinimäege,LOC
31845,nõukogu,LOC
31847,Vene,LOC
31849,Gruusia,LOC
31850,Venemaa,LOC
31852,Sergei Mironov,PER
31855,Venemaa,LOC
31857,ÜRO,ORG
31860,Gruusia,LOC
31862,Sahhalin,LOC
31863,Mironov,PER
31868,ÜRO,ORG
31878,Gruusia,LOC
31881,Mironov,PER
31883,Venemaa,LOC
31887,Gruusia,LOC
31888,Mironov,PER
31891,Venemaa,LOC
31893,Iisrael,LOC
31898,Vietnam,LOC
31901,Vietnam,LOC
31906,Nghe Ani,LOC
31943,Moskva,LOC
31946,Moskva,LOC
32004,Moskva,LOC
32013,Linna,PER
32017,Juri Lužkov,PER
32018,Vene,LOC
32020,Aleksei II,PER
32022,Aleksandr Vološin,PER
32024,Valentina Matvijenko,PER
32026,Gennadi Zjuganov,PER
32027,Liberaaldemokraatlik partei,ORG
32028,Vladimir Žirinovski,PER
32031,Juri Dolgorukov,PER
32042,Moskva,LOC
32062,Lužkov,PER
32073,Vene,LOC
32075,NATO,ORG
32077,Vene,LOC
32078,Igor Ivanov,PER
32080,Venemaa,LOC
32082,NATO,ORG
32085,Venemaa,LOC
32093,NATO,ORG
32101,Põhja-Atland allianss,ORG
32104,NATO,ORG
32106,Venemaa,LOC
32111,Ivanov,PER
32114,Venemaa,LOC
32119,Moskva,LOC
32124,Venemaa,LOC
32125,NATO,ORG
32135,Euroopa,LOC
32142,Venemaa,LOC
32146,NATO,ORG
32149,Ivanov,PER
32153,Venemaa,LOC
32154,Põhja-Atland,LOC
32162,Eesti,LOC
32168,keelekümbluskeskus,ORG
32177,Eesti,LOC
32185,ETA keelekümbluskeskus,ORG
32194,Eesti,LOC
32210,Eesti,LOC
32225,Eesti,LOC
32248,Eesti,LOC
32278,Soome,LOC
32279,Norra,LOC
32280,Suurbritannia,LOC
32281,Rootsi,LOC
32283,haridusministeerium,ORG
32284,integratsioon sihtasutus,ORG
32287,Soome kooliamet,ORG
32288,Kanada rahvusvaheline areng agentuur,ORG
32289,Toronto koolivalitsus,ORG
32290,Ikla,LOC
32293,Eesti-Lät,LOC
32295,Ikla,LOC
32322,ETA Pärnu PP,ORG
32323,Kaja Kukk,PER
32326,Lääne-Eest häirekeskus Pärnu politseiprefektuur,ORG
32328,Tallinn häirekeskus,ORG
32334,Ikla,LOC
32349,ETA,ORG
32351,Priit Laos,PER
32358,Pärnu maakond,LOC
32361,Pärnu politsei,ORG
32365,Tallinn,LOC
32369,Tallinn,LOC
32372,ETA,ORG
32374,Indrek Raudjalg,PER
32383,Tallinn,LOC
32389,Ikla,LOC
32393,Laos,PER
32406,Eesti,LOC
32409,Märt Rask,PER
32411,Isamaaliit,ORG
32417,Rask,PER
32423,Riigikogu,ORG
32428,Rask,PER
32429,riigikogu,ORG
32442,Rask,PER
32456,Rask,PER
32463,Rask,PER
32464,Rask,PER
32466,justiitsministeerium,ORG
32476,Rask,PER
32487,Rask,PER
32496,riigikogu,ORG
32498,Isamaaliit,ORG
32500,Kalle Jürgenson,PER
32501,Rask,PER
32511,Jürgenson,PER
32513,Isamaaliit,ORG
32517,Isamaaliit,ORG
32522,Rask,PER
32523,Isamaaliit,ORG
32524,Eesti,LOC
32526,Saks,LOC
32529,Saks valitsus,ORG
32536,Julia Nida-Rümelin,PER
32546,roheline,ORG
32553,Herta Däubler-Gmelin,PER
32559,USA,LOC
32560,Georg W. Bush Adolf Hitler,PER
32563,Ühendriikide-Saksa,LOC
32565,Hans Eichelile,PER
32575,Nida-Rümelin,ORG
32585,Göttingen ülikool,ORG
32594,Gerhard Schröder,PER
32609,Palts,PER
32613,Res Publica,ORG
32625,Res Publica,ORG
32630,Tallinn,LOC
32632,Tõnis Palts,PER
32633,BNS,ORG
32643,Palts,PER
32664,Palts,PER
32665,Tallinn,LOC
32681,Tallinn linnaosavalitsus,ORG
32682,Unicom,ORG
32686,Palts,PER
32688,Äripäev,ORG
32692,Keskerakond,ORG
32693,Reformierakond,ORG
32694,Tallinn linnaosavalitsus,ORG
32696,Unicomile,ORG
32703,Unicom,ORG
32709,Keskerakond,ORG
32714,Unicomi,ORG
32715,Tallinn,LOC
32723,Reformierakond,ORG
32725,Nõmme linnaosa,LOC
32727,Urmas Paet,PER
32732,Palts,PER
32738,Res Publica,ORG
32740,Tallinn,LOC
32741,Tartu,LOC
32744,Reformierakond,ORG
32745,keskerakond,ORG
32752,Heimar Lenk,PER
32753,ETV,ORG
32755,Keskerakond,ORG
32756,Heimar Lenk,PER
32760,Eesti televisioon,ORG
32761,ETV,ORG
32765,Lenk,PER
32767,nädal,ORG
32770,ETV,ORG
32776,keskerakond,ORG
32777,Lenk,PER
32782,keskerakond ETV,ORG
32783,Allan Alaküla,PER
32784,Lenk,PER
32786,ETV,ORG
32788,Ilmar Raa,PER
32792,raag,PER
32799,Lenk,PER
32800,Nädalale,ORG
32801,Keskerakond,ORG
32803,Tallinn linnavalitsus,ORG
32805,Allan Alaküla,PER
32808,ETV,ORG
32814,ETV,ORG
32815,Eesti Raadio,ORG
32822,Tiit Sinissaar,PER
32823,Sinissaar,PER
32824,BNS,ORG
32827,Keskerakond,ORG
32835,Ilmar Raa,PER
32836,Ain Saarna,PER
32840,Lenk,PER
32844,Sinissaar,PER
32845,Ain Saarna,PER
32846,Eesti raadio,ORG
32850,Lužkov,PER
32854,Moskva,LOC
32855,Juri Lužkov,PER
32867,Läti,LOC
32873,Lužkov,PER
32875,Läti,LOC
32880,Läti valitsus,ORG
32895,Vene,LOC
32902,Vene,LOC
32904,Läti,LOC
32906,Lužkov,PER
32908,Riia,LOC
32911,Läti,LOC
32913,Aleksander,PER
32917,Läti,LOC
32926,Lužkov,PER
32927,Moskva,LOC
32930,Moskva linn,LOC
32931,Juri,PER
32932,Püha Jüri,PER
32934,Moskva linnavalitsus,ORG
32936,Riia,LOC
32939,USA,LOC
32941,Balt riik,LOC
32943,Läti,LOC
32944,Leedu,LOC
32945,Eesti,LOC
32954,Telegraf,ORG
32957,USA,LOC
32958,Läti,LOC
32959,Leedu,LOC
32960,Eesti,LOC
32963,USA,LOC
32966,balti riik,LOC
32967,Telegraf,ORG
32969,Läti,LOC
32970,Gunars Dabolins,PER
32979,Läti,LOC
32998,Läti,LOC
33000,Dabolins,PER
33001,Kollo,PER
33014,Läti julgeolekupolitsei,ORG
33015,Janis Reiniks,PER
33024,Reiniks,PER
33030,USA,LOC
33031,Läti,LOC
33032,James Holmes,PER
33035,Pakistan,LOC
33040,Läti,LOC
33042,Reiniks,PER
33044,Moskva,LOC
33049,Läti,LOC
33058,Läti,LOC
33077,Eesti Päevaleht,ORG
33081,Tallinn,LOC
33083,Imbi Hollot,PER
33084,Mere apteek,ORG
33097,Kristiine kaubanduskeskus,ORG
33099,Talvi Lang,PER
33119,Soome,LOC
33121,Alar Irs,PER
33139,Irs,PER
33149,Irs,PER
33167,Irs,PER
33184,Jõgevamaa,LOC
33185,Torma vald,LOC
33196,Ookatku küla,LOC
33198,ETA Jõgeva politsei,ORG
33199,Ülo Pärn,PER
33203,Mati,PER
33224,Aleksander,PER
33265,Aado,PER
33270,Harjumaa,LOC
33271,Kiil vald,LOC
33272,Luige küla,LOC
33273,Aleksandr,PER
33279,Jevgeni,PER
33287,Tallinn lastehaigla .,ORG
33291,Harjumaa,LOC
33292,Kiisa,LOC
33298,Anatoli,PER
33308,Irina,PER
33311,Eesti,LOC
33314,ÜRO,ORG
33316,Eesti,LOC
33323,ÜRO,ORG
33325,Eesti,LOC
33356,Vene,LOC
33361,Eesti politsei,ORG
33373,ÜRO,ORG
33375,Eesti,LOC
33395,ÜRO,ORG
33410,ÜRO,ORG
33416,Eesti,LOC
33417,Hispaania,LOC
33418,Egiptus,LOC
33419,Küpros,LOC
33420,Venezuela,LOC
33424,Res Publica Tallinn linnavolikogu,ORG
33434,Res Publica Tallinn linnavolikogu,ORG
33442,BNS Res Publica,ORG
33443,Ken-Mart Vaher,PER
33463,Keskerakond,ORG
33464,Reformierakond,ORG
33467,Vaher,PER
33483,Tallinn linnavalitsus,ORG
33492,Res Publica,ORG
33503,Tallinn,LOC
33511,Tallinn politsei,ORG
33512,Larissa Kuiv,PER
33524,Tallinn politseiprefektuur,ORG
33541,Tallinn politsei,ORG
33542,Vladimir Triškin,PER
33556,Väike-Maarja,LOC
33565,Afganistan,LOC
33568,Afganistan,LOC
33571,Araabia ühendemiraat,LOC
33572,aüe,LOC
33579,Afganistan valitsus,ORG
33581,Afganistan,LOC
33582,Herat linn,LOC
33583,Saud Araabia,LOC
33585,aüe,LOC
33587,Afganistan,LOC
33590,Mirwais Sadiq,PER
33595,USA,LOC
33614,Omar sama,PER
33619,Tallinn,LOC
33622,Tallinn,LOC
33634,Tallinn,LOC
33635,Rein Lang,PER
33652,Reet Maasikamägi,PER
33665,Maasikamäe,PER
33667,Tallinn,LOC
33699,AS Onistar,ORG
33702,AS Ajakiri Kirjastus,ORG
33704,Tallinn This Week,ORG
33705,Tallinn,LOC
33707,Tallinn linnavalitsus,ORG
33718,Leedu,LOC
33722,Leedu,LOC
33723,Valdas Adamkus,PER
33728,Venemaa,LOC
33729,Nõukogu Liidu,LOC
33732,Leedu,LOC
33734,Armanas Abramavicius,PER
33736,Adamkus,PER
33741,Leedu,LOC
33765,Vytautas Landsbergis,PER
33766,Seimis,ORG
33773,Venemaa,LOC
33781,Leedu,LOC
33793,Venemaa,LOC
33797,ÜRO,ORG
33798,Euroopa Nõukogu,ORG
33799,Euroopa liit,ORG
33804,Venemaa,LOC
33806,Euroopa nõukogu,ORG
33810,balti riik,LOC
33815,Leedu valitsus,ORG
33819,Venemaa,LOC
33826,Leedu,LOC
33829,Leedu riik,LOC
33835,Venemaa,LOC
33837,Nõukogu Liidu,LOC
33840,Kallas,PER
33863,Reformierakond,ORG
33902,Savisaar,PER
33917,Edgar,PER
33926,Juta,PER
33930,Kallas,PER
33945,Juta,PER
33949,Feliks,PER
33950,Juta,PER
33976,Vilma,LOC
33981,Juta,PER
34005,Põhja-Korea,LOC
34007,Iraak,LOC
34009,Põhja-Korea,LOC
34014,Iraak,LOC
34016,Vene,LOC
34017,Sergei Ivanov,PER
34021,Põhja-Korea,LOC
34022,Interfax,ORG
34028,Iraak,LOC
34030,Ivanov,PER
34031,München,LOC
34035,Põhja-Korea,LOC
34045,Ivanov,PER
34047,Venemaa,LOC
34050,Põhja-Korea,LOC
34052,Moskva,LOC
34055,Lõuna-Korea,LOC
34056,USA,LOC
34057,Jaapan,LOC
34058,Hiina,LOC
34059,Venemaa,LOC
34076,Ivanov,PER
34079,Venemaa,LOC
34089,USA,LOC
34092,Iraak,LOC
34100,Jaapan,LOC
34101,Yokosuka,LOC
34102,USA,LOC
34105,Steven Kunkle,PER
34113,Kunkle,PER
34121,Robert Willard,PER
34127,Matthew Brown,PER
34133,Kunkle,PER
34135,USA,LOC
34137,Jaapan,LOC
34142,Pärsia laht,LOC
34146,USA,LOC
34163,Pärnu,LOC
34167,Pärnu,LOC
34170,Pärnu linnavalitsus,ORG
34174,Pärnu,LOC
34178,AS Bermuuda,ORG
34179,Pärnu linnavalitus,ORG
34183,AS Bermuuda,ORG
34188,BNS Pärnu linnavalitsus,ORG
34222,Pärnu,LOC
34232,Pärnu Postimees,ORG
34237,Pärnu,LOC
34241,Pärnu,LOC
34250,Ida-Virumaa,LOC
34251,Mäetaguse,LOC
34272,Ivan,PER
34291,Ida-Virumaa,LOC
34300,Ida-Viru politsei,ORG
34301,Kristo Kelder,PER
34304,Mäetaguse vald,LOC
34305,või küla,LOC
34311,Aleksander,PER
34324,Kelder,PER
34325,BNS,ORG
34360,Turkmeenia,LOC
34363,Türkmenistan,LOC
34364,Saparmura Nijazov,PER
34400,Tallinn,LOC
34403,Külli Holsting,PER
34415,Holsting,PER
34431,Tallinn linnavalitsus,ORG
34437,Holland,LOC
34439,Eesti,LOC
34448,OÜ Tarrest Ehitus,ORG
34458,nordiga pank,ORG
34460,Eesti,LOC
34463,Vilosius,PER
34472,Toomas Vilosius,PER
34473,Põhja-Eest regionaalhaigla,ORG
34479,Vilosius,PER
34481,Postimees,ORG
34489,Vilosius,PER
34502,sotsiaalministeerium,ORG
34504,Põhja-Eest regionaalhaigla,ORG
34506,Maarja Mändmaa,PER
34510,Keila,LOC
34511,Kivimägi,LOC
34513,Tallinn,LOC
34553,Vilosius,PER
34554,Mändmaa,PER
34571,Keila haigla,ORG
34574,Põhja-Eest regionaalhaigla,ORG
34579,Põhja-Eest regionaalhaigla,ORG
34590,Mändmaa,PER
34591,Berezovski,PER
34594,Brit politsei,ORG
34595,London,LOC
34596,Vene,LOC
34597,Boriss Berezovsk,PER
34599,Juli Dubov,PER
34604,Brit,LOC
34606,Berezovsk,PER
34607,Dubov,PER
34608,Brit siseministeerium,ORG
34610,vene,LOC
34614,Berezovsk,PER
34615,Dubov,PER
34620,Berezovski,PER
34621,Dubov,PER
34629,Vene,LOC
34631,Berezovski,PER
34632,Dubov,PER
34637,Berezovskile,PER
34638,Dubovile,PER
34639,Moskva,LOC
34641,Berezovsk,PER
34643,Badri Patarkatsišvili,PER
34646,Gruusia,LOC
34647,Eesti,LOC
34649,Leedu,LOC
34651,Eesti,LOC
34653,Leedu,LOC
34654,Vilnius,LOC
34670,BNS Vilnius liikluspolitsei,ORG
34674,Tööpartei,ORG
34678,Sotsiaaldemokraatlik Tööpartei,ORG
34679,ESDTP,ORG
34693,Toompea,ORG
34695,ESDTP,ORG
34696,Tiit Toomsalu,PER
34697,BNS,ORG
34698,Toomsalu,PER
34705,ESDTP,ORG
34723,ESDTP,ORG
34726,Eesti,LOC
34731,Euroopa liit,ORG
34736,Eesti,LOC
34748,Süüria,LOC
34750,Iraak,LOC
34753,Suurbritannia,LOC
34754,USA,LOC
34757,Iraak,LOC
34758,Süüria,LOC
34760,Damaskus,LOC
34765,Brit,LOC
34766,Jack Straw,PER
34769,Süüria,LOC
34779,Straw,PER
34780,Bahrein,ORG
34792,Süüria,LOC
34795,Straw,PER
34799,Süüria,LOC
34803,damaskuse valitsus,ORG
34807,Süüria,LOC
34815,Iraak,LOC
34818,Süüria,LOC
34820,Damaskus,LOC
34826,Straw,PER
34827,Straw,PER
34829,Pärsia laht,LOC
34833,Bahrein,LOC
34834,Kuveit,LOC
34835,Katar,LOC
34836,Saud Araabia,LOC
34837,Saddam,PER
34840,Iraak,LOC
34841,Saddam Hussein,PER
34842,Watban Ibrahim Hasan al-Tikriti,PER
34843,Süüria,LOC
34849,USA,LOC
34850,Reuters,ORG
34854,Watbani,PER
