,Lemma,Tag
26416,.,
26417,ise,
26418,sõitma,
26419,",",
26420,Citroen,
26421,.,
26422,ja,
26423,andma,
26424,auto,
26425,ei,
26426,.,
26427,140,
26428,kihutama,
26429,juht,
26430,ühendus,
26431,ning,
26432,",",
26433,politsei,
26434,tagaajamine,
26435,.,
26436,liiklusohtlik,
26437,tekitama,
26438,juht,
26439,politseinik,
26440,raputama,
26441,külavahetee,
26442,",",
26443,ära,
26444,tema,
26445,õnnestuma,
26446,selguma,
26447,et,
26448,olema,
26449,Tallinn,LOC
26450,auto,
26451,auto,
26452,19aastane,
26453,Järvamaa,LOC
26454,Sven,PER
26455,kõrvaliste,
26456,Pärnumaa,LOC
26457,16aastane,
26458,toimetama,
26459,.,
26460,tunnistama,
26461,kodu,
26462,enamik,
26463,Eesti,LOC
26464,kinnitama,
26465,et,
26466,kodu,
26467,vägivaldne,
26468,agressiivne,
26469,närviline,
26470,",",
26471,tulema,
26472,karjumine,
26473,ka,
26474,.,
26475,lastekaitseorganisatsioon,
26476,Unicef,ORG
26477,selguma,
26478,et,
26479,Eesti,LOC
26480,kolm,
26481,oma,
26482,olukord,
26483,ja,
26484,.,
26485,protsent,
26486,pidama,
26487,all,
26488,karjumine,
26489,18,
26490,löömine,
26491,vaid,
26492,protsent,
26493,uskuma,
26494,et,
26495,saama,
26496,kõige,
26497,lahendama,
26498,pool,
26499,leidma,
26500,et,
26501,arvamus,
26502,arvestama,
26503,",",
26504,uuring,
26505,sama,
26506,kinnitama,
26507,",",
26508,üldiselt,
26509,tema,
26510,vanem,
26511,.,
26512,vastuolu,
26513,UNICEF,ORG
26514,Eesti,LOC
26515,Toomas paluma,PER
26516,president,
26517,Elle kull,PER
26518,tingima,
26519,see,
26520,et,
26521,õnnelik,
26522,küsimus,
26523,küsitlus,
26524,",",
26525,see,
26526,et,
26527,ei,
26528,peaaegu,
26529,avalikult,
26530,et,
26531,tema,
26532,.,
26533,kull,PER
26534,valitsema,
26535,närviline,
26536,vägivaldne,
26537,sellepärast,
26538,et,
26539,pidama,
26540,pere,
26541,kõvasti,
26542,.,
26543,laps,
26544,tähtis,
26545,oldud,
26546,",",
26547,ütlema,
26548,Kull,PER
26549,.,
26550,alati,
26551,pidama,
26552,.,
26553,lihtsalt,
26554,üks,
26555,viibimine,
26556,”,
26557,kohta,
26558,peaaegu,
26559,protsent,
26560,",",
26561,tundma,
26562,turvaliselt,
26563,17,
26564,aga,
26565,",",
26566,tundma,
26567,ebaturvaliselt,
26568,piirkond,
26569,ebasoovitav,
26570,või,
26571,pärast,
26572,ebaturvalisem,
26573,elu,
26574,Kirde-Eest ja Harjumaa,LOC
26575,",",
26576,ning,
26577,.,
26578,protsent,
26579,olema,
26580,langema,
26581,või,
26582,ohver,
26583,28,
26584,küsitletu,
26585,inimene,
26586,kes,
26587,miski,
26588,juhtuma,
26589,see,
26590,et,
26591,pere,
26592,liiga,
26593,leidma,
26594,protsent,
26595,",",
26596,paluma,PER
26597,tema,
26598,",",
26599,üks,
26600,küsitletu,
26601,",",
26602,ebaõiglaselt,
26603,puue,
26604,ning,
26605,palju,
26606,",",
26607,see,
26608,olema,
26609,ebaõiglaselt,
26610,uuring,
26611,küsitlema,
26612,laps,
26613,noor,
26614,Eesti,LOC
26615,piirkond,
26616,sotsiaalne,
26617,.,
26618,meenutama,
26619,Keila,LOC
26620,.,
26621,aasta,
26622,eruadmiral,
26623,Johan Pitka,PER
26624,järgima,
26625,Keila,LOC
26626,punaarmee,
26627,võidelnud,
26628,kogunema,
26629,Keila,LOC
26630,pitkapoiss,
26631,lill,
26632,põletama,
26633,Kumna,LOC
26634,asuv,
26635,juures,
26636,1944.,
26637,september,
26638,lahing,
26639,tähistama,
26640,viieteistkümnes,
26641,",",
26642,ERR,ORG
26643,aktuaalne,
26644,.,
26645,Mati Mandel,PER
26646,aeglustama,
26647,vastupanu,
26648,Harju,LOC
26649,ja,
26650,Läänemaa,LOC
26651,edasiliikumine,
26652,andma,
26653,põgeneja,
26654,.,
26655,Saks,LOC
26656,deserteerima,
26657,kontradmiral,
26658,Johann Pitka,PER
26659,järgnema,
26660,eesti,
26661,võitlus,
26662,olema,
26663,taastama,
26664,Eesti,LOC
26665,.,
26666,kõige,
26667,olema,
26668,see,
26669,et,
26670,looma,
26671,Eesti vabariik,LOC
26672,mis,
26673,õnnestuma,
26674,”,
26675,mandel,
26676,.,
26677,naine,
26678,Opel,
26679,.,
26680,tabama,
26681,joove,
26682,",",
26683,purjuspäi,
26684,Ome,
26685,olema,
26686,.,
26687,sõna,
26688,Opel,
26689,alustama,
26690,ja,
26691,kaotama,
26692,ohustama,
26693,.,
26694,sõiduk,
26695,kiire,
26696,oskuslik,
26697,aitama,
26698,vältima,
26699,Opel,
26700,osutuma,
26701,a,
26702,alkoholijoove,
26703,ja,
26704,pidama,
26705,kinni,
26706,politsei,
26707,õiguserikkuja,
26708,.,
26709,pürgima,
26710,Saksamaa,LOC
26711,.,
26712,Saksamaa,LOC
26713,demokraat,
26714,FDP,ORG
26715,Guido Westerwelle,PER
26716,arvatavasti,
26717,Angela Merkel,PER
26718,välisminister,
26719,avalik,
26720,küsitlus,
26721,võima,
26722,Merkeli,PER
26723,kristlik,
26724,avalikult,
26725,Westerwelle,PER
26726,FDP,ORG
26727,valimine,
26728,moodustama,
26729,viimane,
26730,järgi,
26731,protsent,
26732,toetus,
26733,FDP,ORG
26734,oma,
26735,kese,
26736,Westerwelle,PER
26737,kes,
26738,Saksamaa,LOC
26739,reisima,
26740,endine,
26741,Hans-Dietrich Genscher,PER
26742,levitama,
26743,",",
26744,väike,
26745,tugev,
26746,võima,
26747,palju,
26748,tegema,
26749,vahendama,
26750,The Times,ORG
26751,valija,
26752,aga,
26753,",",
26754,homomees,
26755,kes,
26756,aeg-ajalt,
26757,oma,
26758,ametlik,
26759,",",
26760,välisminister,
26761,.,
26762,suutma,
26763,Westerwelle,PER
26764,näide,
26765,Iraan,LOC
26766,Mahmu Ahmadinejad,PER
26767,kes,
26768,pärast,
26769,homo,
26770,vastus,
26771,Lääne,LOC
26772,:,
26773,mina,
26774,olema,
26775,nagu,
26776,.,
26777,või,
26778,reageerima,
26779,Westerwelle,PER
26780,Itaalia,LOC
26781,Silvio Berluscon,PER
26782,nali,
26783,2004.,
26784,otsustama,
26785,Westerwelle,PER
26786,oma,
26787,kohta,
26788,informatsioon,
26789,deklareerima,
26790,et,
26791,olema,
26792,suhe,
26793,Michael,PER
26794,Micky,PER
26795,Mronz,PER
26796,eelmine,
26797,kutsuma,
26798,Westerwelle,PER
26799,pealt,
26800,",",
26801,tema,
26802,oma,
26803,ema,
26804,kes,
26805,tema,
26806,väimees,
26807,.,
26808,suhtumine,
26809,poliitik,
26810,aasta,
26811,muutuma,
26812,Berliin,LOC
26813,Pariis,LOC
26814,avalikult,
26815,linnapea,
26816,Island,LOC
26817,peaminister,
26818,New York,LOC
26819,ema,
26820,neli,
26821,kapp,
26822,USA New York,LOC
26823,ilmsiks,
26824,juhtum,
26825,kus,
26826,poiss,
26827,neli,
26828,kinni,
26829,magamistuba,
26830,suurem,
26831,aeg,
26832,tema,
26833,.,
26834,37aastane,
26835,sulgema,
26836,kapp,
26837,piinama,
26838,koos,
26839,38aastane,
26840,.,
26841,kallama,
26842,kõht,
26843,ja,
26844,see,
26845,.,
26846,ka,
26847,ja,
26848,pikk,
26849,kinniseotu,
26850,vahendama,
26851,Verkkouutiset,ORG
26852,poiss,
26853,siiski,
26854,ja,
26855,ise,
26856,lähedalasuv,
26857,.,
26858,ema,
26859,too,
26860,olema,
26861,.,
26862,:,
26863,Ilves,PER
26864,Ämari,LOC
26865,.,
26866,käima,
26867,lennuväelane,
26868,juures,
26869,õhuvägi,
26870,",",
26871,Valeri Saar,PER
26872,ülevaade,
26873,Eesti,LOC
26874,tänane,
26875,teema,
26876,samuti,
26877,president,
26878,juhtimiskeskus,
26879,tutvuma,
26880,Ämari,LOC
26881,ehitus,
26882,.,
26883,ülejäänud,
26884,siit,
26885,“,
26886,kaitse,
26887,olema,
26888,",",
26889,saama,
26890,-,
26891,meretee,
26892,vastu,
26893,mina,
26894,vägi,
26895,”,
26896,president,
26897,Ilves,PER
26898,“,
26899,Ämari,LOC
26900,valm,
26901,võimalik,
26902,NATO,ORG
26903,läbi,
26904,Eesti,LOC
26905,Läti,LOC
26906,Leedu,LOC
26907,turvamine,
26908,.,
26909,mereväebaas,
26910,merevägi,
26911,",",
26912,Igor Schve,PER
26913,ning,
26914,see,
26915,suurim,
26916,Läänemeri,LOC
26917,Open,
26918,2009,
26919,.,
26920,käima,
26921,Ilves,PER
26922,EML,
26923,Cowan,
26924,ning,
26925,mereväebaas,
26926,.,
26927,Eesti,LOC
26928,olema,
26929,Reiljan,PER
26930,Laar,PER
26931,septembrikuu,
26932,päev,
26933,Rein Langist,ORG
26934,Eesti,LOC
26935,järel,
26936,minister,
26937,kes,
26938,olema,
26939,esitama,
26940,.,
26941,tund,
26942,liituma,
26943,-,
26944,rivi,
26945,Urmas Paet,PER
26946,kergitama,
26947,arv,
26948,.,
26949,pidama,
26950,21,
26951,allkiri,
26952,kuid,
26953,läbiminek,
26954,vaja,
26955,poolthääl,
26956,juhtum,
26957,kus,
26958,olema,
26959,välja,
26960,",",
26961,riigikogu,
26962,tööaeg,
26963,juhtuma,
26964,kaks,
26965,umbusaldusavaldus,
26966,kroon,
26967,vad,
26968,kolm,
26969,",",
26970,üks,
26971,läbi,
26972,",",
26973,Mart Laar,PER
26974,esimene,
26975,pistis,
26976,süüdi,
26977,Villu Reiljan,PER
26978,refereerima,
26979,täistekst,
26980,Eesti päevaleht,ORG
26981,väljapressija,
26982,jääma,
26983,.,
26984,Tartu ringkonnakohus,ORG
26985,täna,
26986,altkäemaks,
26987,eest,
26988,ja,
26989,kuu,
26990,mõistma,
26991,Aleksander Sõnitsari,ORG
26992,ning,
26993,jõud,
26994,määrama,
26995,.,
26996,Tartu maakohus,ORG
26997,Sõnitsar,PER
26998,oktoober,
26999,väljapressimine,
27000,süüdi,
27001,karistama,
27002,aasta,
27003,kolm,
27004,pikkune,
27005,.,
27006,prokurör,
27007,Sõnitsarile,LOC
27008,aasta,
27009,vabadusekaotus,
27010,mõistma,
27011,mees,
27012,kuu,
27013,karistus,
27014,Tartu maakohus,ORG
27015,tänavu,
27016,alates,
27017,aasta,
27018,töötama,
27019,hiljem,
27020,jätkama,
27021,Sõnitsari,PER
27022,47,
27023,kautsjonitaotlus,
27024,vabastama,
27025,100.000,
27026,eest,
27027,alt,
27028,Tartu maakohus,ORG
27029,Sõnitsar,PER
27030,veebruar,
27031,eest,
27032,rahatrahv,
27033,18.,
27034,jätma,
27035,Tartu ringkonnakohus,ORG
27036,aste,
27037,muutma,
27038,maakohus,ORG
27039,",",
27040,Sõnitsar,PER
27041,tahtlikult,
27042,isik,
27043,vägivald,
27044,süüdistus,
27045,looma,
27046,1997.,
27047,13.,
27048,õhtu,
27049,keskkool,ORG
27050,rusikas,
27051,17aastane,
27052,",",
27053,purunema,
27054,.,
27055,viima,
27056,avaldus,
27057,kuid,
27058,nädal,
27059,võtma,
27060,miskipärast,
27061,",",
27062,",",
27063,tema,
27064,lööma,
27065,tema,
27066,ainult,
27067,peale,
27068,.,
27069,noormees,
27070,asi,
27071,vastutus,
27072,võtma,
27073,olema,
27074,kriminaalasi,
27075,Sõnitsar,PER
27076,",",
27077,prokurör,
27078,olnud,
27079,päri,
27080,kuluhüvitis,
27081,Imre Sooäär,PER
27082,17000,
27083,eest,
27084,reformierakondlane,
27085,Imre Sooäär,PER
27086,teine,
27087,mobiil,
27088,kroon,
27089,.,
27090,maksma,
27091,välja,
27092,kroon,
27093,.,
27094,maksma,
27095,teine,
27096,välja,
27097,kroon,
27098,.,
27099,aasta,
27100,Imre Sooäär,PER
27101,raamatupidamine,
27102,kroon,
27103,Heti Tulvele,PER
27104,Maret Soomile,PER
27105,elustiiliagentuur,
27106,Deluxe,ORG
27107,.,
27108,Raidal,PER
27109,TV3,ORG
27110,Eesti Ekspress,ORG
27111,.,
27112,ahistamine,
27113,Otepää,LOC
27114,esimees,
27115,Jaanus Raidal,PER
27116,ülehomme,
27117,Helsingi,LOC
27118,advokaat,
27119,et,
27120,võimalus,
27121,telekanal,
27122,TV3,ORG
27123,nädalaleht,
27124,Eesti Ekspress,ORG
27125,kohus,
27126,“,
27127,ei,
27128,see,
27129,pikemalt,
27130,",",
27131,jah,
27132,tõepoolest,
27133,andma,
27134,TV3,ORG
27135,Eesti Ekspress,ORG
27136,",",
27137,ütlema,
27138,Raidal,PER
27139,ETA,ORG
27140,“,
27141,partner,
27142,rahvusvaheline,
27143,",",
27144,mina,
27145,neljapäev,
27146,Helsingi,LOC
27147,pidama,
27148,”,
27149,esimees,
27150,olema,
27151,jutt,
27152,täielik,
27153,.,
27154,mis,
27155,olnud,
27156,see,
27157,olnud,
27158,”,
27159,Raidal,PER
27160,“,
27161,olema,
27162,",",
27163,kuulujutt,
27164,olema,
27165,ka,
27166,ise,
27167,meediakanal,
27168,TV3,ORG
27169,Eesti Ekspress,ORG
27170,”,
27171,Raidal,ORG
27172,olema,
27173,TV3,ORG
27174,ka,
27175,Eesti Ekspress,ORG
27176,Otepää,LOC
27177,jutt,
27178,nii,
27179,et,
27180,mulje,
27181,nagu,
27182,tema,
27183,pederastia,
27184,“,
27185,vaatama,
27186,TV3,ORG
27187,lindistus,
27188,Otepää,LOC
27189,ei,
27190,mina,
27191,tema,
27192,kahtlustama,
27193,”,
27194,TV3,ORG
27195,teisipäevane,
27196,“,
27197,”,
27198,kaks,
27199,Otepää,LOC
27200,",",
27201,Raidal,PER
27202,liiga,
27203,läbi,
27204,teismeline,
27205,",",
27206,see,
27207,.,
27208,Valve,PER
27209,Otepää vallavolikogu,ORG
27210,saatma,
27211,.,
27212,kirjutama,
27213,Eesti Ekspress,ORG
27214,Otepää,LOC
27215,väide,
27216,",",
27217,Raidal,PER
27218,noor,
27219,homo,
27220,et,
27221,viibima,
27222,mitu,
27223,tema,
27224,.,
27225,Raidal,PER
27226,Eesti ekspress,ORG
27227,et,
27228,püüdma,
27229,peale,
27230,ja,
27231,ka,
27232,asi,
27233,huvi,
27234,.,
27235,rebima,
27236,Kohtla-Järve,LOC
27237,lahti,
27238,Kohtla-Järve,LOC
27239,kõva,
27240,täna,
27241,viiekorruseline,
27242,katus,
27243,eterniiditahvel,
27244,mis,
27245,inimene,
27246,kael,
27247,.,
27248,likvideerima,
27249,oht,
27250,piirama,
27251,.,
27252,vigastama,
27253,saama,
27254,juhtum,
27255,linnavalitsus,
27256,tänane,
27257,jooksul,
27258,häirekeskus,
27259,Virumaa,LOC
27260,tugev,
27261,põhjustama,
27262,",",
27263,puu,
27264,peamiselt,
27265,sõidutee,
27266,takistama,
27267,.,
27268,kord,
27269,puu,
27270,.,
27271,EMHI,ORG
27272,puhuma,
27273,ööpäev,
27274,puhanguti,
27275,-,
27276,m/s,
27277,saar,
27278,rannik,
27279,-,
27280,m/s,
27281,päästeteenistus,
27282,inimene,
27283,tuul,
27284,auto,
27285,suur,
27286,vahetu,
27287,ja,
27288,vesi,
27289,",",
27290,majapidamine,
27291,elektrivarustus,
27292,tasuma,
27293,",",
27294,lahtine,
27295,lenduv,
27296,",",
27297,aiamööbel,
27298,olema,
27299,turvaline,
27300,või,
27301,kinnitama,
27302,kõik,
27303,ja,
27304,jm,
27305,hoolikalt,
27306,.,
27307,vallavanem,
27308,Arumäe,PER
27309,olema,
27310,palk,
27311,.,
27312,Viimsi,LOC
27313,Urmas Arumäe,PER
27314,",",
27315,tema,
27316,vallavanem,
27317,oma,
27318,palk,
27319,.,
27320,Arumäe,PER
27321,ETV,ORG
27322,“,
27323,”,
27324,et,
27325,äripäev,ORG
27326,vallajuht,
27327,edetabel,
27328,aasta,
27329,liialdama,
27330,näitama,
27331,keskmine,
27332,74878,
27333,kuu,
27334,tema,
27335,olema,
27336,kuupalk,
27337,kroon,
27338,arve,
27339,minema,
27340,lisatasu,
27341,lahkumishüvitis,
27342,teatama,
27343,ERR uudis,ORG
27344,Arumäe,PER
27345,",",
27346,Viimsi vald,LOC
27347,moodustama,
27348,seitse,
27349,valla,
27350,",",
27351,seega,
27352,kulutama,
27353,üleliia,
27354,.,
27355,kinnitama,
27356,et,
27357,Viimsi vald,LOC
27358,olema,
27359,vallavanem,
27360,vastu,
27361,40000,
27362,kuu,
27363,“,
27364,uuring,
27365,lugema,
27366,meelsamini,
27367,",",
27368,mitte,
27369,inimene,
27370,",",
27371,see,
27372,kuidas,
27373,oma,
27374,hakkama,
27375,",",
27376,ütlema,
27377,Arumäe,PER
27378,endine,
27379,arvama,
27380,iga,
27381,oma,
27382,palk,
27383,see,
27384,mis,
27385,olema,
27386,",",
27387,valla,
27388,.,
27389,vastuvõtt,
27390,piirang,
27391,Kadriorg,ORG
27392,veel,
27393,otsustama,
27394,kas,
27395,Eesti vabariik,LOC
27396,puhul,
27397,president,
27398,kajastamine,
27399,mitte,
27400,“,
27401,vastuvõtt,
27402,ei,
27403,veel,
27404,",",
27405,ütlema,
27406,Delfi välisministeerium,ORG
27407,.,
27408,tänavune,
27409,veebruar,
27410,vastuvõtt,
27411,proua,
27412,Evelin,PER
27413,Ilves Postimees,ORG
27414,",",
27415,kirjutama,
27416,et,
27417,aastapäev,
27418,vastuvõtt,
27419,ei,
27420,külaline,
27421,nimel,
27422,mitte,
27423,teleoperaator,
27424,piltnik,
27425,rahvusringhääling,
27426,ametlik,
27427,.,
27428,hakkama,
27429,2017.,
27430,.,
27431,kiitma,
27432,hea,
27433,Eesti,LOC
27434,arengukava,
27435,2009,
27436,2011,
27437,mis,
27438,ette,
27439,järk-järguline,
27440,alates,
27441,aasta,
27442,Eesti,LOC
27443,kava,
27444,2009,
27445,2011,
27446,ette,
27447,naine,
27448,mees,
27449,tõstmine,
27450,aasta,
27451,65.,
27452,.,
27453,plaanima,
27454,tõstma,
27455,kuu,
27456,alates,
27457,aasta,
27458,praegu,
27459,mees,
27460,63aastaselt,
27461,mees,
27462,naine,
27463,võrdsustuma,
27464,seadus,
27465,aasta,
27466,Eesti,LOC
27467,siiski,
27468,arengumaa,
27469,uuendama,
27470,Mitteformaalne,
27471,süsteem,
27472,korporatiivsus,
27473,oluliselt,
27474,Eesti,LOC
27475,arengupotentsiaal,
27476,selguma,
27477,Eesti,LOC
27478,aruanne,
27479,“,
27480,piir,
27481,“,
27482,”,
27483,“,
27484,”,
27485,",",
27486,lähtekoht,
27487,kuulumine,
27488,või,
27489,",",
27490,",",
27491,",",
27492,seisund,
27493,kuni,
27494,",",
27495,milline,
27496,või,
27497,olema,
27498,",",
27499,ühiskond,
27500,oluline,
27501,",",
27502,teatama,
27503,koostama,
27504,Tallinn pedagoogikaülikool,ORG
27505,ja,
27506,instituut,
27507,selleaastane,
27508,aruanne,
27509,ka,
27510,identiteet,
27511,kultuur,
27512,globaliseeruv,
27513,",",
27514,teema,
27515,uuring,
27516,teadlane,
27517,“,
27518,immuunpuudulikkus,
27519,”.,
27520,teadlane,
27521,ekspert,
27522,valmima,
27523,Eesti,LOC
27524,aruanne,
27525,vastus,
27526,",",
27527,Eesti,LOC
27528,olema,
27529,jätkusuutlik,
27530,Kogumik,
27531,Raivo Vetik,PER
27532,märkima,
27533,",",
27534,kuigi,
27535,Eesti,LOC
27536,juba,
27537,aasta,
27538,inimareng,
27539,järgi,
27540,inimareng,
27541,hulka,
27542,olema,
27543,Eesti,LOC
27544,inimareng,
27545,osas,
27546,pigem,
27547,.,
27548,aruanne,
27549,näide,
27550,",",
27551,kujutama,
27552,viimane,
27553,trend,
27554,kus,
27555,viiendik,
27556,Eesti,LOC
27557,ei,
27558,isegi,
27559,",",
27560,märkima,
27561,Vetiku,PER
27562,tänavune,
27563,Eesti,LOC
27564,aruanne,
27565,ka,
27566,Eesti,LOC
27567,kvalifikatsioon,
27568,eraldi,
27569,aruanne,
27570,all,
27571,",",
27572,mõjutama,
27573,Eesti,LOC
27574,ühinemine,
27575,Euroopa Liidu,ORG
27576,milline,
27577,eurointegratsioon,
27578,Eesti,LOC
27579,sidusus,
27580,kuidas,
27581,välja,
27582,Eesti,LOC
27583,Euroopa,LOC
27584,.,
27585,osa,
27586,inimareng,
27587,olema,
27588,Eesti,LOC
27589,-,
27590,hariduspoliitika,
27591,ühiskond,
27592,jätkusuutlikkus,
27593,analüüsimine,
27594,aasta,
27595,-,
27596,andma,
27597,Eesti,LOC
27598,aruanne,
27599,ÜRO,ORG
27600,toel,
27601,algama,
27602,aasta,
27603,aruanne,
27604,ja,
27605,rahaline,
27606,leidmine,
27607,Tallinn pedagoogikaülikool,ORG
27608,ja,
27609,instituut,
27610,.,
27611,esitlema,
27612,aruanne,
27613,Tallinn,LOC
27614,kolumnist,
27615,savisaar,PER
27616,ideoloogia,
27617,kolumnist,
27618,Abdul Turay,PER
27619,“,
27620,”,
27621,et,
27622,Edgar savisaar,PER
27623,ideoloogia,
27624,jääma,
27625,",",
27626,Keskerakond,ORG
27627,uskuma,
27628,“,
27629,puuduma,
27630,ideoloogia,
27631,aga,
27632,arvama,
27633,et,
27634,olukord,
27635,.,
27636,mõte,
27637,tema,
27638,nagu,
27639,Jeesus Kristus,PER
27640,”,
27641,ERR uudis,ORG
27642,Turay,PER
27643,.,
27644,möönma,
27645,et,
27646,savisaar,PER
27647,magnetism,
27648,mistõttu,
27649,hääletama,
27650,poolt,
27651,“,
27652,tema,
27653,populistlik,
27654,ja,
27655,määr,
27656,",",
27657,lisama,
27658,.,
27659,märkima,
27660,et,
27661,ei,
27662,siiani,
27663,",",
27664,Savisaar,PER
27665,uskuma,
27666,puu,
27667,ei,
27668,loodus,
27669,.,
27670,ja,
27671,liikumine,
27672,seadusesäte,
27673,mis,
27674,",",
27675,ja,
27676,võima,
27677,.,
27678,komme,
27679,olema,
27680,mõeldud,
27681,inimene,
27682,",",
27683,seetõttu,
27684,tavakodanik,
27685,kättesaadav,
27686,praktiliselt,
27687,.,
27688,",",
27689,mootorsõiduk,
27690,lõppema,
27691,tulema,
27692,liikuma,
27693,",",
27694,oma,
27695,.,
27696,juht,
27697,auto,
27698,tee,
27699,sihtkoht,
27700,",",
27701,loodus,
27702,eesmärk,
27703,see,
27704,lihtsalt,
27705,pandud,
27706,riigimets,
27707,keskus,
27708,",",
27709,puu,
27710,transportiv,
27711,ei,
27712,tõepoolest,
27713,mingi,
27714,paik,
27715,kust,
27716,jala,
27717,minema,
27718,edasi,
27719,.,
27720,selline,
27721,ei,
27722,puu,
27723,ette,
27724,.,
27725,ju,
27726,liikumispuu,
27727,mootorsõiduk,
27728,sama,
27729,nagu,
27730,teine,
27731,juhitav,
27732,",",
27733,võtma,
27734,kokku,
27735,RMK,ORG
27736,juhataja,
27737,Elina Kink,PER
27738,lisama,
27739,et,
27740,olema,
27741,ja,
27742,reguleerimine,
27743,RMK,ORG
27744,piir,
27745,Gruusia,LOC
27746,hakkama,
27747,Saakašvilile,PER
27748,otsima,
27749,Gruusia,LOC
27750,„,
27751,mõistma,
27752,üle,
27753,“,
27754,kuulutama,
27755,konkurss,
27756,advokaat,
27757,kes,
27758,kaitsma,
27759,Mihheil Saakašvili,PER
27760,.,
27761,eestvedaja,
27762,juba,
27763,riik,
27764,poole,
27765,",",
27766,võim,
27767,ise,
27768,",",
27769,hakkama,
27770,rahvatribunal,
27771,Saakašvili,PER
27772,tema,
27773,esindama,
27774,Infoagentuur,
27775,Gruzija-Online,ORG
27776,",",
27777,juht,
27778,võim,
27779,jooksul,
27780,ei,
27781,",",
27782,hakkama,
27783,suur,
27784,rahvas,
27785,pälvima,
27786,otsima,
27787,kaudu,
27788,„,
27789,süüdistaja,
27790,advokaat,
27791,Gela Nikoleišvili,PER
27792,„,
27793,nõukogu,
27794,poliitiline,
27795,esindaja,
27796,ühiskond,
27797,.,
27798,nbsp,
27799,Saadet,
27800,rahvas,
27801,võim,
27802,kohus,
27803,GHN,ORG
27804,otseülekanne,
27805,telekanal,
27806,maestro,ORG
27807,mis,
27808,tundma,
27809,opositsiooniline,
27810,poolt,
27811,see,
27812,välja,
27813,„,
27814,nr,
27815,",",
27816,juhtima,
27817,stiil,
27818,tundma,
27819,Levan Gatšetšiladze,PER
27820,vend,
27821,Georgi,PER
27822,tema,
27823,",",
27824,väli,
27825,„,
27826,enne,
27827,Saakašvili,PER
27828,eru,
27829,.,
27830,Videotest,
27831,tuvi,
27832,5008,
27833,kiirrong,
27834,kuigi,
27835,Peugeot,
27836,salong,
27837,Lamborghin,
27838,ning,
27839,saama,
27840,rooliratas,
27841,asuv,
27842,abil,
27843,olema,
27844,ringrada,
27845,.,
27846,masin,
27847,Ekspressauto,
27848,proov,
27849,sobilikum,
27850,Õismägi,LOC
27851,.,
27852,video,
27853,kas,
27854,vastama,
27855,tulevikuhõnguline,
27856,või,
27857,see,
27858,meeldejääv,
27859,tänavanurk,
27860,tuvi,
27861,!,
27862,Andrus Ansip,PER
27863,Tartu,LOC
27864,.,
27865,Tartu,LOC
27866,",",
27867,Reformierakond,ORG
27868,juht,
27869,Andrus Ansip,PER
27870,ümber,
27871,oma,
27872,pürgmis,
27873,ametikoht,
27874,tasand,
27875,“,
27876,olema,
27877,mina,
27878,olema,
27879,Tartu,LOC
27880,vähemalt,
27881,valimine,
27882,ja,
27883,tahtma,
27884,taas,
27885,",",
27886,ütlema,
27887,Ansip,PER
27888,Tartu Postimees,ORG
27889,tema,
27890,",",
27891,kui,
27892,Reformierakond,ORG
27893,kohalik,
27894,ülikoolilinn,
27895,",",
27896,tema,
27897,Tartu,LOC
27898,.,
27899,Ansip,PER
27900,arvamus,
27901,et,
27902,omavalitsus,
27903,võima,
27904,kolm,
27905,olema,
27906,aasta,
27907,“,
27908,linnapea,
27909,vahetuma,
27910,jääma,
27911,tegevus,
27912,-,
27913,kiire,
27914,andev,
27915,",",
27916,pikaajaline,
27917,",",
27918,märkima,
27919,.,
27920,Tartu,LOC
27921,Reformierakond,ORG
27922,Keskerakond,ORG
27923,linnapea,
27924,jääma,
27925,Ansip,PER
27926,arvamus,
27927,nagu,
27928,just,
27929,uus,
27930,ka,
27931,Tallinn,LOC
27932,Toompea,ORG
27933,“,
27934,",",
27935,Tallinn,LOC
27936,",",
27937,olnud,
27938,ise,
27939,",",
27940,ütlema,
27941,.,
27942,mis,
27943,Tartu,LOC
27944,Tallinn,LOC
27945,see,
27946,kaks,
27947,asi,
27948,mina,
27949,vahel,
27950,joon,
27951,nägema,
27952,”,
27953,Ansip,PER
27954,mõistma,
27955,et,
27956,olema,
27957,kuulujutt,
27958,ja,
27959,Siim Kallas,PER
27960,ning,
27961,pürgimus,
27962,omavalitsusjuht,
27963,Reformierakond,ORG
27964,koht,
27965,“,
27966,aeg,
27967,keegi,
27968,mingi,
27969,Reformierakond,ORG
27970,ja,
27971,vahel,
27972,”,
27973,tema,
27974,“,
27975,mina,
27976,ei,
27977,.,
27978,olema,
27979,omavalitsus,
27980,.,
27981,Ansip,PER
27982,",",
27983,pooldama,
27984,haldusreform,
27985,mitte,
27986,suvaline,
27987,.,
27988,kava,
27989,Eesti,LOC
27990,teistsugune,
27991,liitma,
27992,olema,
27993,minister,
27994,võib-olla,
27995,üks,
27996,suur,
27997,",",
27998,mina,
27999,olema,
28000,kuulma,
28001,põhjendus,
28002,miks,
28003,Eesti,LOC
28004,hea,
28005,",",
28006,ütlema,
28007,Tartu,LOC
28008,.,
28009,leidma,
28010,et,
28011,Eesti,LOC
28012,põhimure,
28013,mitte,
28014,territoorium,
28015,rahvaarv,
28016,vaid,
28017,.,
28018,mina,
28019,karjuv,
28020,haldusreform,
28021,maksusüsteem,
28022,",",
28023,jaotamine,
28024,ja,
