,Lemma,Tag
22494,Swedbanka,ORG
22516,Ahmadinejad,PER
22519,Iraan,LOC
22520,Urmia News,ORG
22522,Mahmu Ahmadinejadi,PER
22523,Urmia linn,LOC
22526,Ahmadineja,PER
22534,Ahmadinejad,PER
22541,Haaretz,ORG
22542,Iraan,LOC
22549,Iraan,LOC
22554,Urmia News,ORG
22561,Ahmadinejad,PER
22568,Keskerakond,ORG
22569,Jusket,PER
22572,Keskerakond,ORG
22576,Jaak Juske,PER
22589,Juske,PER
22604,Tanel Kiik,PER
22605,ERR,ORG
22612,Kiik,PER
22613,Juske,PER
22618,Keskerakond,ORG
22622,Keskerakond,ORG
22630,Keskerakond,ORG
22631,Tallinn,LOC
22640,Põlula kool,ORG
22650,Viru ringkonnaprokuratuur,ORG
22651,mari luuk,PER
22669,TV3le,ORG
22679,Mõõduka,ORG
22680,Pärnoja,PER
22682,Mõõdukas,ORG
22685,Mihkel Pärnoja,PER
22689,Mõõdukas,ORG
22690,Toomas Hendrik Ilves,PER
22693,Mõõdukas,ORG
22695,Pärnoja,PER
22701,Pärnoja,PER
22703,Ilves,PER
22704,Mõõdukas,ORG
22706,Marju Lauristin,PER
22708,Pärnoja,PER
22712,Mõõdukas,ORG
22713,Ilves,PER
22715,Tõnu Kõiv,PER
22716,Pärnoja,PER
22719,Eesti,LOC
22723,Ilves,PER
22725,Pärnoja,PER
22735,Lauristin,PER
22737,majandusministeerium,ORG
22749,Pärnoja,PER
22762,Lauristin,PER
22763,Pärnoja,PER
22779,Pärnoja,PER
22784,Narva Elektrijaam,ORG
22785,Eesti raudtee,ORG
22790,tšetšeeni,LOC
22794,tšetšeeni,LOC
22796,vene,LOC
22798,Juri Budanov,PER
22816,Elza Kungajeva,PER
22823,Budanov,PER
22842,Põhja-Kaukaasia,LOC
22852,Budanov,PER
22859,Budanov,PER
22867,Serbia,LOC
22869,Kosovo,LOC
22872,Kosovo,LOC
22876,Serbia,LOC
22884,ÜRO,ORG
22887,Hedi Annabi,PER
22896,ÜRO,ORG
22898,Iiri,LOC
22899,Mary Robinson,PER
22904,Serbia,LOC
22906,Kosovo,LOC
22910,Annabi,PER
22912,Serbia,LOC
22919,rahvusvaheline Punane Risti komitee,ORG
22920,ICRC,ORG
22927,Annabi,PER
22929,NATO,ORG
22937,NATO,ORG
22938,Jugoslaavia,LOC
22939,Kosovo,LOC
22945,Kosovo,LOC
22946,Albaania,LOC
22947,Makedoonia,LOC
22952,NATO,ORG
22953,Kosovo,LOC
22958,ÜRO kõrgem inimõigus,ORG
22964,Annabi,PER
22970,Tõnu Samuel,PER
22971,Räpina,LOC
22983,Tartu,LOC
22985,Krista Tamm,PER
22986,Lõunaleht,ORG
22988,Tartu maakohus,ORG
22989,Põlva,LOC
22992,Aleksandr Gerba,PER
23003,Urmas Lani,PER
23005,Andrus Annuk,PER
23017,Annuk,PER
23022,Ülle Hõrak,PER
23026,Tamm,PER
23027,Paldiski,LOC
23032,Pakri poolsaar,LOC
23036,Ilmar Laherand,PER
23039,Memento,ORG
23040,Paldiski linnavalitsus,ORG
23043,ERR uudis,ORG
23045,Helve,PER
23052,Hiiumaa,LOC
23060,Arnold Meri,PER
23062,prisma,ORG
23068,prisma,ORG
23072,Eesti Tarbija keskühistu,ORG
23075,prisma,ORG
23076,ETK,ORG
23079,prisma,ORG
23080,prisma peremarket,ORG
23081,Kadri Lainas,PER
23082,Delfi,ORG
23088,ETK,ORG
23089,prisma,ORG
23092,prisma,ORG
23095,prisma,ORG
23102,prisma,ORG
23106,ETK,ORG
23107,Meelis Kuusberg,PER
23126,Kuusberg,PER
23129,ETK,ORG
23143,Kuusberg,PER
23144,prisma,ORG
23148,ETK,ORG
23153,Apotheka,ORG
23154,Edelaraudtee,ORG
23155,Salva Kindlustus,ORG
23156,Tallinn optika,ORG
23159,prisma,ORG
23164,Mikk Saar,PER
23165,keskerakond,ORG
23166,Keskerakond,ORG
23170,Mikk Saare,PER
23173,Keskerakond,ORG
23177,Saar,PER
23178,Keskerakond,ORG
23181,Tallinn,LOC
23184,Eesti,LOC
23189,Keskerakond,ORG
23190,Tallinn linnavalitsus,ORG
23192,Unicef,ORG
23193,Eesti,LOC
23198,Tallinn,LOC
23203,Saar,PER
23218,Mikk Saar,PER
23227,Quattro,ORG
23232,Mikk Saar,PER
23234,Tallinn 54,ORG
23235,.,ORG
23236,keskkool,ORG
23238,Tallinn Saks gümnaasium,ORG
23240,Tallinn muusikakeskkool,ORG
23242,Georg Ots nimeline muusikakool,ORG
23248,Oliver,PER
23249,Chicago,LOC
23250,Georg,PER
23251,Chess,PER
23252,fantoom,PER
23255,Saigon,PER
23257,USA,LOC
23259,USA,LOC
23260,Araabia poolsaar,LOC
23270,Evander Earl Andrews,PER
23271,Idaho,LOC
23277,Solon linn,LOC
23278,Maine,LOC
23281,Katar Alueidi,LOC
23282,ühendriik,LOC
23287,Eldon Hardwick Augusta,PER
23289,Maine,LOC
23290,Andrewsile,PER
23292,Türgi,LOC
23293,USA,LOC
23302,Türgi,LOC
23303,Ühendriik Incirlik,LOC
23306,USA,LOC
23308,Saksamaa,LOC
23310,Landstuhl,LOC
23313,Bra Lowell MacDill,PER
23315,Florida,LOC
23322,Eesti,LOC
23323,Venemaa,LOC
23326,ETV,ORG
23335,Eesti,LOC
23339,Raivo aeg,PER
23341,Marko Mihkelson,PER
23343,Karmo Tüür,PER
23346,Tiit Matsulevitš,PER
23348,ERR uudis,ORG
23349,Tiit Matsulevitš,PER
23351,Venemaa,LOC
23354,NATO,ORG
23355,Venemaa,LOC
23357,Euroopa,LOC
23360,Ameerika,LOC
23364,Eesti,LOC
23366,Venemaa,LOC
23369,Karmo Tüür,PER
23371,Venemaa,LOC
23374,Eesti,LOC
23376,Venemaa,LOC
23378,Marko Mihkelsoni,PER
23380,Venemaa,LOC
23381,NATO,ORG
23382,Euroopa Liidu,ORG
23385,Laur Koni,PER
23534,Reformierakond,ORG
23536,Euroopa,LOC
23552,Agu Varik,PER
23559,Lõuna-Eest,LOC
23561,Agu Varik,PER
23565,Varik,PER
23573,Lõuna leht,ORG
23575,Varik,PER
23580,Varik,PER
23591,Varik,PER
23621,Austraalia,LOC
23625,Austraalia,LOC
23630,USA,LOC
23634,Aasia,LOC
23638,Austraalia,LOC
23641,Aasia-Vaikne ookean,LOC
23648,Hiina,LOC
23649,India,LOC
23650,Venemaa,LOC
23654,AFP,ORG
23657,USA,LOC
23661,Austraalia,LOC
23663,Canberra,LOC
23687,Austraalia,LOC
23691,Kevin Rudd,PER
23692,Hiina,LOC
23694,Peking,LOC
23698,Austraalia,LOC
23699,USA,LOC
23700,Hiina,LOC
23705,kaitseministeerium,ORG
23735,kaitseministeerium,ORG
23754,Jaak Aaviksoo,PER
23793,Eesti,LOC
23797,Aaviksoo,PER
23824,Tartu Ülikool kliinikum,ORG
23829,Põlvamaa,LOC
23830,Saverna küla,LOC
23842,Lõuna politseiprefektuur,ORG
23846,Silver,PER
23850,Taliban,ORG
23851,USA,LOC
23855,USA,LOC
23857,Afganistan,LOC
23864,Afganistan,LOC
23865,Taliban,ORG
23867,Pakistan,LOC
23868,Abdul Salam Zaeef,PER
23872,Ameerika,LOC
23875,Zaeef,PER
23878,Helmat,LOC
23879,Herat linn,LOC
23883,Afganistan,LOC
23893,Anti Liiv,PER
23911,sotsiaalministeerium,ORG
23914,Eesti,LOC
23960,Eesti,LOC
23970,Eesti,LOC
23994,Tallinn,LOC
24097,Eesti,LOC
24164,Eesti,LOC
24171,Ansip,PER
24173,Riigikogu Keskerakond,ORG
24175,Ain Seppik,PER
24177,Andrus Ansipile,PER
24180,Ansip,PER
24183,Eesti,LOC
24194,Seppik,PER
24195,Keskerakond,ORG
24219,Keskerakond,ORG
24221,Seppik,PER
24223,Keskerakond,ORG
24242,Seppik,PER
24266,Seppik,PER
24268,Ansip,PER
24275,Eesti riik,LOC
24277,Ansip,PER
24281,Seppik,PER
24285,Eesti pank,ORG
24293,Ansip,PER
24294,Eesti pank,ORG
24302,Toomas Varek,PER
24312,vili Savisaar,PER
24319,Seppik,PER
24321,Ansip,PER
24345,Seppik,PER
24352,Andrus Ansip,PER
24369,Ansip,PER
24373,kapo,ORG
24378,kaitsepolitseiamet,ORG
24384,USA,LOC
24386,Der Stürmer,ORG
24390,Adolf Hitler,PER
24392,saksa,LOC
24397,ERR uudis,ORG
24407,Eesti,LOC
24411,Eesti,LOC
24414,Kaitsepolitsei,ORG
24415,Andres Kahar,PER
24416,ERR,ORG
24419,kapo,ORG
24425,USA,LOC
24428,Eesti,LOC
24433,Kahar,PER
24438,USA,LOC
24449,küüt,PER
24454,Raivo Küüd,PER
24499,Raivo Küüt,PER
24501,Aivar Otsalti&nbsp,PER
24520,Küüt,PER
24521,kaitsepolitsei,ORG
24524,Aivar Otsalti,PER
24534,Ansip,PER
24539,Andrus Ansip,PER
24543,reformierakond,ORG
24562,Ansip,PER
24564,Mark Soosaar,PER
24575,ERR uudis,ORG
24599,töötukassa,ORG
24606,Ansip,PER
24611,töötukassa,ORG
24658,Tõmošenko,PER
24659,Ukraina,LOC
24664,Ukraina,LOC
24665,Julija Tõmošenko,PER
24672,Julija Tõmošenko,PER
24685,RIA Novosti,ORG
24688,Ukraina,LOC
24692,Viktor Juštšenko,PER
24694,regioon partei,ORG
24695,Viktor Janukovitš,PER
24697,Anatoli Hrõtsenko,PER
24698,Kiiev,LOC
24700,Leonid Tšernovetski,PER
24705,Arseni Jatsenjuk,PER
24709,Ukraina,LOC
24711,Janukovits,PER
24713,Tõmošenko,PER
24714,Jatsenjuk,PER
24733,raada,ORG
24738,Ukraina,LOC
24742,Toobal,PER
24743,Keskerakond,ORG
24746,Keskerakond,ORG
24747,Priit Toobal,PER
24749,Eesti Mittetulundusühing ja Sihtasutus Liidu,ORG
24750,IRL,ORG
24758,Keskerakond,ORG
24763,Eesti mittetulundusühing ja sihtasutus liit,ORG
24772,Keskerakond,ORG
24778,Keskerakond,ORG
24779,Priit Toobal,PER
24781,Keskerakond,ORG
24798,Eesti,LOC
24818,Toobal,PER
24822,Isamaa,ORG
24823,Res Publica Liit,ORG
24824,Eesti mittetulundusühing ja sihtasutus liit,ORG
24833,Toobal,PER
24850,kaitseministeerium,ORG
24851,Tallinn,LOC
24856,Klooga,LOC
24867,sotsiaalministeerium,ORG
24883,õhtuleht,ORG
24886,Klooga,LOC
24896,Klooga,LOC
24898,Laulasmaa asula,LOC
24907,Klooga,LOC
24908,Laulasmaa,LOC
24911,õhtuleht,ORG
24928,Pärnu maakohus,ORG
24929,Kuressaare,LOC
24931,Ülo Aljas,PER
24951,mina maa,ORG
24954,Ülo Aljas,PER
24956,Kuressaare,LOC
24965,Aljas,PER
24979,Ülo Aljas,PER
24992,Aljas,PER
24993,Harju maakohus,ORG
24999,Pärnu jõgi,LOC
25001,Bolotov,PER
25002,Pärnu Postimees,ORG
25006,Pärnu,LOC
25019,Bolotov,PER
25025,Roman Mudarissov,PER
25031,Bolotov,PER
25033,Põlva,LOC
25035,Arnold Rüütel,PER
25036,Ingrid Rüütel,PER
25038,Põlvamaa,LOC
25041,Rüütel,PER
25044,Rüütel,PER
25046,Vilus põhikool,ORG
25049,ETAle,ORG
25052,Rüütel,PER
25053,Põlvamaa,LOC
25057,EstBiotech,ORG
25059,Kundla,PER
25061,vili Savisaar,PER
25062,riigikogu,ORG
25065,Jaan Kundla,PER
25067,Brüssel,LOC
25068,vili Savisaar,PER
25083,vilja=kene,PER
25088,jaan,PER
25098,Ene Ergma,PER
25104,Savisaar,PER
25109,europarlament,ORG
25110,vili savisaar,PER
25125,New York,LOC
25128,Martin Saar,PER
25131,Eesti,LOC
25133,Ines,PER
25140,42GO,ORG
25142,Martin Saar,PER
25144,Manhattan,LOC
25146,Avenue,ORG
25150,Vanity Fair,ORG
25151,Bob Colacella,PER
25153,ekspress,ORG
25175,kultuuriministeerium,ORG
25176,Ebe Nõmberg,PER
25177,BNS,ORG
25193,Kunst.esi,ORG
25204,Nõmberg,PER
25208,kultuurileht,ORG
25212,sirp,ORG
25214,Nõmberg,PER
25234,kultuurkapital,ORG
25238,kultuuriministeerium,ORG
25241,Nõmberg,PER
25246,heie Treier,PER
25253,kunst,ORG
25260,haridus - ja teadusministeerium,ORG
25268,Eesti,LOC
25280,õhtuleht,ORG
25300,teadusministeerium,ORG
25303,õhtuleht,ORG
25306,Tallinn linnavolikogu,ORG
25307,Toomas Vitsut,PER
25309,Edgar Savisaar,PER
25319,raepress,ORG
25342,OÜ Arheograator,ORG
25344,Tallinn tee AS,ORG
25351,Pärnu,LOC
25365,Pärnu haigla,ORG
25367,Pärnu politsei,ORG
25369,Haapsalu,LOC
25379,Lääne elu,ORG
25390,Delfi,ORG
25403,Delfi,ORG
25405,Delfi,ORG
25437,Rocca al Mare,LOC
25446,Rein Rannap,PER
25447,Kosmik,ORG
25462,Rocca al Mare,LOC
25475,Delfi,ORG
25491,vene,LOC
25493,Ukraina,LOC
25495,Svoboda,ORG
25496,vabadus,ORG
25501,Odessa,LOC
25502,Venemaa,LOC
25508,Vene,LOC
25513,Rodina,ORG
25514,sünnimaa,ORG
25516,Jedinoje Otetšestvo,ORG
25517,Ühtne Isamaa,ORG
25520,Lenta,ORG
25531,Svoboda,ORG
25536,Vene,LOC
25537,Aleksandr Gratšev,PER
25538,Ukraina,LOC
25541,Odessa,LOC
25556,Ukraina,LOC
25559,Gratšev,LOC
25565,Tallinn,LOC
25566,Karksi balti,LOC
25569,Tallinn linn,LOC
25570,Karksi vald,LOC
25575,balti,LOC
25578,Karksi,LOC
25581,Eesti,LOC
25584,Jaanus Mutli,PER
25585,Delfi,ORG
25589,Balt,LOC
25591,Tallinn,LOC
25593,Eesti,LOC
25598,Karksi vald,LOC
25599,Läti,LOC
25600,Nauksene,LOC
25601,vald balti,LOC
25604,Lilli-Ipik,LOC
25606,balti,LOC
25617,Lilli-Ipik,LOC
25619,Emajõgi,LOC
25623,Tartu,LOC
25624,Emajõgi,LOC
25631,Tartu linn Emajõgi,LOC
25634,Delfi,ORG
25642,Hanno Pevkur,PER
25643,haigekassa,ORG
25648,Delfi,ORG
25658,haigekassa,ORG
25692,Delfi,ORG
25716,Tallinn,LOC
25797,Eesti,LOC
25822,Kohtla-Järve,LOC
25824,Kohtla-Järve,LOC
25852,põhjarannik,PER
25853,Järve Bussipark,ORG
25854,Aleks Avikainen,PER
25856,Kohtla-Järve,LOC
25858,Ekspress auto L,ORG
25859,Anatoli Listov,PER
25866,põhjarannik,PER
25877,Eila Gruzova,PER
25880,Jüri Kollo,PER
25890,Gruzova,PER
25912,Kosovo,LOC
25914,Kosovo,LOC
25928,Kosovo,LOC
25931,Euroopa,LOC
25932,julgeolek - ja koostööorganisatsioon,ORG
25933,OSCE,ORG
25936,Jugoslaavia,LOC
25939,ÜRO,ORG
25947,Kosovo Demokraatlik partei,ORG
25948,Hashim Thaq,PER
25950,Kosovo Demokraatlik liiga,ORG
25953,Ibrahim Rugova,PER
25971,Slovakkia,LOC
25972,Saks,LOC
25974,Slovakkia,LOC
25977,Saks,LOC
25980,USA,LOC
25982,Afganistan,LOC
25984,Slovakkia,LOC
25985,Mikulas Dzurind,PER
25986,Dzurind,PER
25991,Dzurind,PER
25993,Slovakkia,LOC
25996,NATO,ORG
25999,Afganistan,LOC
26001,Dzurind,PER
26005,Slovakkia,LOC
26007,Saksamaa parlament,ORG
26011,afganistani,LOC
26014,Saks,LOC
26016,Slovakkia,LOC
26018,Slovakkia,LOC
26021,USA,LOC
26029,Delfi,ORG
26053,Karel,PER
26054,Sander,PER
26056,Sander&nbsp,PER
26059,Eesti,LOC
26073,Kerl Kõiv,PER
26074,Eliisa,PER
26078,Keskpartei,ORG
26081,Riigikogu Keskerakond,ORG
26090,Keskerakond,ORG
26092,Evelyn Sepp,PER
26111,Sepp,PER
26112,Sepp,PER
26124,sepp,PER
26139,riigikogu,ORG
26144,Sepp,PER
26157,riigikogu,ORG
26163,Sepp,PER
26165,riigikogu,ORG
26176,riigikogu,ORG
26203,Rootsi,LOC
26205,SVT,ORG
26208,Mihhail Potehhin,PER
26227,Potehhin Aamuleht,PER
26229,Potehhin,PER
26230,SVT,ORG
26244,Vera Potehhina,PER
26246,Mišale,PER
26275,Potehhina,PER
26278,Mihhail Potehhin,PER
26296,Potehhina,PER
26313,Tallinn,LOC
26347,Tallinn,LOC
26351,Järvamaa,LOC
26352,Sven,PER
26354,Pärnumaa,LOC
26361,Eesti,LOC
26374,Unicef,ORG
26377,Eesti,LOC
26411,UNICEF,ORG
26412,Eesti,LOC
26413,Toomas palu,PER
26415,Elle kull,PER
26431,kull,PER
26446,Kull,PER
26471,Kirde-Eest,LOC
26472,Harjumaa,LOC
26494,palu,PER
26512,Eesti,LOC
26517,Keila,LOC
26521,Johan Pitka,PER
26523,Keila,LOC
26527,Keila,LOC
26531,Kumna,LOC
26540,ERR uudis,ORG
26543,Mati Mandel,PER
26546,Harju,LOC
26548,Läänemaa,LOC
26553,Saks,LOC
26556,Johann Pitka,PER
26562,Eesti,LOC
26569,Eesti vabariik,LOC
26607,Saksamaa,LOC
26609,Saksamaa,LOC
26611,FDP,ORG
26612,Guido Westerwelle,PER
26614,Angela Merkel,PER
26619,Merkeli,PER
26622,Westerwelle,PER
26623,FDP,ORG
26630,FDP,ORG
26633,Westerwelle,PER
26635,Saksamaa,LOC
26638,Hans-Dietrich Genscher,PER
26647,The Times,ORG
26660,Westerwelle,PER
26662,Iraan,LOC
26663,Mahmu Ahmadinejad,PER
26668,Lääne,LOC
26675,Westerwelle,PER
26676,Itaalia,LOC
26677,Silvio Berluscon,PER
26680,Westerwelle,PER
26688,Michael,PER
26689,Micky,PER
26690,Mronz,PER
26693,Westerwelle,PER
26707,Berliin,LOC
26708,Pariis,LOC
26711,Island,LOC
26713,New York,LOC
26717,USA New York,LOC
26746,Verkkouutiset,ORG
26758,Ilves,PER
26759,Ämari,LOC
26766,Valeri Saar,PER
26768,Eesti,LOC
26775,Ämari,LOC
26791,Ilves,PER
26793,Ämari,LOC
26796,NATOl,ORG
26798,Eesti,LOC
26799,Läti,LOC
26800,Leedu,LOC
26806,Igor Schve,PER
26810,Läänemeri,LOC
26815,Ilves,PER
26821,Eesti,LOC
26823,Reiljan,PER
26824,Laar,PER
26827,Rein Langist,PER
26828,Eesti,LOC
26838,Urmas Paet,PER
26865,Mart Laar,PER
26869,Villu Reiljan,PER
26872,Eesti päevaleht,ORG
26876,Tartu ringkonnakohus,ORG
26883,Aleksander Sõnitsari,ORG
26888,Tartu maakohus,ORG
26889,Sõnitsar,PER
26899,Sõnitsarile,LOC
26906,Tartu maakohus,ORG
26913,Sõnitsari,PER
26920,Tartu maakohus,ORG
26921,Sõnitsar,PER
26926,Tartu ringkonnakohus,ORG
26929,maakohus,ORG
26931,Sõnitsar,PER
26940,keskkool,ORG
26966,Sõnitsar,PER
26972,Imre Sooäär,PER
26977,Imre Sooäär,PER
26993,Imre Sooäär,PER
26997,Heti Tulvele,PER
26998,Maret Soomile,PER
27000,Deluxe,ORG
27002,Raidal,PER
27003,TV3,ORG
27004,Eesti Ekspress,ORG
27007,Otepää,LOC
27009,Jaanus Raidal,PER
27011,Helsingi,LOC
27016,TV3,ORG
27018,Eesti Ekspress,ORG
27028,TV3,ORG
27029,Eesti Ekspress,ORG
27032,Raidal,PER
27033,ETAle,ORG
27040,Helsingi,LOC
27053,Raidal,PER
27062,TV3,ORG
27063,Eesti ekspress,ORG
27064,Raidal,ORG
27066,TV3,ORG
27068,Eesti Ekspress,ORG
27069,Otepää,LOC
27079,TV3,ORG
27081,Otepää,LOC
27087,TV3,ORG
27092,Otepää,LOC
27094,Raidal,PER
27101,Valve,PER
27102,Otepää vallavolikogu,ORG
27106,Eesti Ekspress,ORG
27107,Otepää,LOC
27110,Raidal,PER
27118,Raidal,PER
27119,Eesti ekspress,ORG
27129,Kohtla-Järve,LOC
27131,Kohtla-Järve,LOC
27152,Virumaa,LOC
27164,EMHI,ORG
27199,Arumäe,PER
27203,Viimsi,LOC
27204,Urmas Arumäe,PER
27211,Arumäe,PER
27212,ETV,ORG
27216,äripäev,ORG
27235,ERR uudis,ORG
27236,Arumäe,PER
27238,Viimsi vald,LOC
27249,Viimsi vald,LOC
27269,Arumäe,PER
27283,Kadriorg,ORG
27287,Eesti vabariik,LOC
27298,Delfi välisministeerium,ORG
27304,Evelin Ilves,PER
27305,Postimees,ORG
27325,Eesti,LOC
27333,Eesti,LOC
27357,Eesti,LOC
27365,Eesti,LOC
27368,Eesti,LOC
27395,Tallinn pedagoogikaülikool,ORG
27414,Eesti,LOC
27418,Eesti,LOC
27422,Raivo Vetik,PER
27426,Eesti,LOC
27434,Eesti,LOC
27447,Eesti,LOC
27452,Vetiku,PER
27454,Eesti,LOC
27457,Eesti,LOC
27464,Eesti,LOC
27466,Euroopa Liidu,ORG
27469,Eesti,LOC
27473,Eesti,LOC
27474,Euroopa,LOC
27479,Eesti,LOC
27487,Eesti,LOC
27489,ÜRO,ORG
27497,Tallinn pedagoogikaülikool,ORG
27503,Tallinn,LOC
27505,savisaar,PER
27508,Abdul Turay,PER
27512,Edgar savisaar,PER
27516,Keskerakond,ORG
27529,Jeesus Kristus,PER
27531,ERR uudis,ORG
27532,Turay,PER
27536,savisaar,PER
27554,Savisaar,PER
27625,RMK,ORG
27627,Elina Kink,PER
27633,RMK,ORG
27635,Gruusia,LOC
27637,Saakašvilile,PER
27639,Gruusia,LOC
27649,Mihheil Saakašvili,PER
27661,Saakašvili,PER
27665,Gruzija-Online,ORG
27681,Gela Nikoleišvili,PER
27693,GHNi,ORG
27696,maestro,ORG
27709,Levan Gatšetšiladze,PER
27711,Georgi,PER
27717,Saakašvili,PER
27740,Õismägi,LOC
27751,Andrus Ansip,PER
27752,Tartu,LOC
27754,Tartu,LOC
27756,Reformierakond,ORG
27758,Andrus Ansip,PER
27768,Tartu,LOC
27776,Ansip,PER
27777,Tartu Postimees,ORG
27781,Reformierakond,ORG
27786,Tartu,LOC
27788,Ansip,PER
27809,Tartu,LOC
27810,Reformierakond,ORG
27811,Keskerakond,ORG
27814,Ansip,PER
27820,Tallinn,LOC
27821,Toompea,ORG
27824,Tallinn,LOC
27832,Tartu,LOC
27833,Tallinn,LOC
27841,Ansip,PER
27847,Siim Kallas,PER
27851,Reformierakond,ORG
27857,Reformierakond,ORG
27869,Ansip,PER
27877,Eesti,LOC
27891,Eesti,LOC
27895,Tartu,LOC
27899,Eesti,LOC
27916,Ansip,PER
27925,Eesti,LOC
27939,Kuulo Kutsar,PER
27940,Eesti Päevaleht,ORG
27950,Eesti,LOC
27952,maailm Tervishoiuorganisatsioon,ORG
27996,Tallinn,LOC
28005,Agnes Jürgens,PER
28006,Eesti Päevaleht,ORG
28007,Jürgens,PER
28032,Berliin,LOC
28037,Karl Liebknecht,PER
28038,Rosa Luxemburg,PER
28040,Saksamaa,LOC
28043,Ida-Saks valitsus,ORG
28048,Ida-Berliin,LOC
28052,Liebknechtile,PER
28053,Luxemburgile,PER
28056,Walter Ulbricht,PER
28061,demokraatlik sotsialism partei,ORG
28071,PDS,ORG
28074,Berliin,LOC
28076,Berliin linnavalitsus,ORG
28114,ETAle siseministeerium,ORG
28117,Kersti Hie,PER
28125,Eesti,LOC
28135,Hie,PER
28141,Koslova,PER
28144,Kits,PER
28155,Kersti Hiedel,PER
28161,Sillamäe,LOC
28163,Savisaar,PER
28168,Savisaar,PER
28169,Eesti,LOC
28188,Jaanus,PER
28191,Jaanus Jaanus,PER
28197,Šakti Šakti,PER
28200,Pušti Tarniks,PER
28201,Kasahstan,LOC
28204,Kasahstan,LOC
28210,Kasahstan välisministeerium,ORG
28213,Kasahstan,LOC
28215,afganistani,LOC
28217,Kabul,LOC
28219,Itar-Tass,ORG
28220,Kazbat,LOC
28224,Saddam Hussein,PER
28225,USA,LOC
28227,Iraak,LOC
28228,Saddam Hussein,PER
28233,USA,LOC
28235,Washington,LOC
28238,Saddam,PER
28241,Iraak,LOC
28244,USA,LOC
28246,Iraak,LOC
28247,Kuveit,LOC
28249,Iraak,LOC
28267,Iraak,LOC
28269,Iraak,LOC
28292,USA,LOC
28297,Afganistan,LOC
28301,USA,LOC
28303,Iraak,LOC
28304,USA,LOC
28305,Georg W. Bush,PER
28307,Türgi,LOC
28309,Saddam,PER
28310,ÜRO,ORG
28312,Iraak,LOC
28315,Iraak,LOC
28324,BrainStorm,ORG
28325,Eesti,LOC
28327,Eesti,LOC
28329,BrainStorm,ORG
28330,Riia,LOC
28331,Tallinn,LOC
28332,Helsingi,LOC
28345,alt,PER
28354,BrainStorm,ORG
28355,SLÕhtulehele,ORG
28356,BrainStorm,ORG
28366,Pärnu,LOC
28368,Rapla,LOC
28370,Harjumaa prefektuur,ORG
28372,BrainStorm,ORG
28376,Eesti politsei,ORG
28384,Bush,PER
28385,Arafat,LOC
28388,USA,LOC
28389,Georg W. Bush,PER
28393,Palestiina,LOC
28394,Yasser Arafat,PER
28402,Yasser Arafat,PER
28405,Bush,PER
28407,Arafat,PER
28409,Palestiina,LOC
28412,USA,LOC
28413,Iisrael,LOC
28418,Arafat,PER
28422,Lähis-Ida,LOC
28434,Bush,PER
28435,USA,LOC
28436,Colin Powell,PER
28439,USA,LOC
28441,Arafat,PER
28446,USA,LOC
28447,Palestiina omavalitsus,ORG
28450,Savisaar,PER
28452,Kallas,PER
28454,Keskerakond,ORG
28455,Edgar Savisaar,PER
28458,Siim Kallas,PER
28467,Siim Kallas,PER
28478,Savisaar,PER
28480,Hiiumaa,LOC
28488,Kallas,PER
28492,Reformierakond,ORG
28499,Keskerakond,ORG
28501,Savisaar,PER
28504,Kallas,PER
28516,Keskerakond,ORG
28531,Savisaar,PER
28532,Reformierakond,ORG
28533,Rahvaliit,ORG
28534,Ühenda=tud Rahvapartei,ORG
28535,kristlik rahvapartei,ORG
28537,tööpartei,ORG
28538,Keskerakond,ORG
28541,Savisaar,PER
28549,USA,LOC
28551,USA,LOC
28554,Condoleezza Rice,PER
28557,Iraan,LOC
28558,Iraak,LOC
28559,Põhja-Korea,LOC
28561,Georg W. Bush,PER
28579,Rice,PER
28580,USA,LOC
28581,Fox,ORG
28584,Iraan,LOC
28587,Põhja-Korea,LOC
28589,Iraak,LOC
28591,Lähis-Ida,LOC
28596,Rice,PER
28603,Ameerika,LOC
28604,Ameerika,LOC
28606,Ameerika,LOC
28616,Rice,PER
28617,Rice,PER
28622,Bush,PER
28623,Iraan,LOC
28624,Iraak,LOC
28625,Põhja-Korea,LOC
28628,Ameerika,LOC
28650,Rice,PER
28652,Bush,PER
28655,Iraan,LOC
28656,Iraak,LOC
28657,Põhja-Korea,LOC
28662,Suurbritannia,LOC
28663,Prantsusmaa,LOC
28664,Venemaa,LOC
28667,Bush,PER
28669,Rice,PER
28671,Bush,PER
28682,Rice,PER
28684,USA,LOC
28690,Tallinn linnavolikogu,ORG
28692,Isamaaliit,ORG
28701,Isamaaliit,ORG
28703,Matti Tarum,PER
28705,Isamaaliit,ORG
28706,Tallinn,LOC
28716,Tallinn,LOC
28724,Tarum,PER
28728,Tallinn,LOC
28734,Tallinn linnavalitsus,ORG
28736,Reformierakond,ORG
28738,Anders Tsahknal,PER
28739,Tsahkna,PER
28743,Tartu ülikool,ORG
28748,Tsahkna,PER
28751,Tallinn tehnikaülikool,ORG
28754,Tartu ülikool,ORG
28757,Tartu ülikool,ORG
28764,Isamaaliit,ORG
28771,Tsahkna,PER
28772,BNS,ORG
28781,Tallinn,LOC
28784,Vene,LOC
28791,Eesti,LOC
28797,süstematiseeri=mine,ORG
28801,BNS,ORG
28806,Tartu,LOC
28809,Tamara Miljutina,PER
28813,Eesti,LOC
28823,Tallinn,LOC
